"qwen_b_pre","qwen_b_gamma","gemma_b_pre","gemma_b_gamma"
0.73631873,-1.0614601,0.63582866,-0.18362481
0.6740043,1.2993992,0.68368248,-0.64485364
0.66813863,-1.0507827,0.40999761,1.4231439
0.725301,1.109873,0.4013807,-0.16682305
0.60230756,-0.18883627,0.32635135,-0.4835755
0.65699269,0.23427956,0.40966325,-0.18511495
0.46525986,-0.75286909,0.4446394,-0.37527846
0.66737039,1.103674,0.63255021,1.6342491
0.80739314,0.063699029,0.58062225,0.9244356
0.69187411,0.50546073,0.5334783,-0.0092710667
0.7457656,0.23520466,0.57025927,1.3082496
0.68176389,-0.1264219,0.60173031,1.0443526
0.67088202,0.054544179,0.4425332,0.87337699
0.74845312,0.39936578,0.57391766,-0.80481542
0.69717668,-0.031109713,0.5733313,-1.0677477
0.70509443,0.5815427,0.49811724,-0.65264151
0.70117059,0.85698475,0.59670949,-1.4602006
0.64294193,-0.32804099,0.65351277,-0.90532968
0.66823284,-0.12526827,0.54005938,1.3610275
0.66188578,-0.27467125,0.54425134,0.34080811
0.70193222,0.63353758,0.58109778,-0.022495331
0.73123424,-0.91738888,0.43640754,-0.58763677
0.7158581,2.0563056,0.44113924,-0.84806043
0.62282825,0.20049511,0.47971422,-0.036721497
0.70637469,-0.89726668,0.62524246,-0.31575669
0.63037978,0.20175058,0.68943557,0.61393845
0.66113407,0.7770442,0.57511213,0.18322932
0.62747468,1.2774586,0.49961351,-0.080487009
0.66630241,0.84964133,0.40809534,0.19388901
0.58457693,-2.0505862,0.43066385,0.34080215
0.69894465,2.9281474,0.38546378,0.60058396
0.6214343,1.8460655,0.45294481,-1.0548518
0.6036731,1.6481935,0.42344247,-0.40700088
0.72738322,-1.1641641,0.49374105,0.0032724583
0.73211943,0.77644451,0.47902773,0.074575422
0.6658614,0.56875358,0.56640798,-0.99523159
0.71181038,1.6084236,0.61352271,-2.1444231
0.68684571,-1.1793219,0.43041827,1.8779857
0.69778425,-0.58310103,0.34816926,-0.50821549
0.7250838,0.02507141,0.53193526,0.84826621
0.71800607,-0.22811288,0.70247932,0.95684303
0.59925727,-0.2715037,0.43106895,1.1337929
0.64632267,0.45219389,0.58888861,0.32087795
0.66772973,1.1902903,0.59668216,1.1234237
0.57996431,1.0278309,0.61285967,-0.052896824
0.56709327,-0.86248899,0.60108499,-0.1911209
0.70352536,1.162562,0.40801425,-1.1678053
0.62930499,-0.67341857,0.39789072,-1.4303443
0.63589857,-0.86271869,0.4573306,-0.52632606
0.49661785,-0.83087981,0.45911621,0.24123445
0.52317531,-0.83388108,0.47161308,0.086459421
0.77214148,0.49365274,0.71281748,-0.21773386
0.74323867,1.1561943,0.6887832,0.32298743
0.72633703,1.02399,0.70217606,0.43488829
0.8429328,-0.076540834,0.48744345,0.092595472
0.85180302,-1.0079998,0.70194093,-0.57747015
0.88127659,-1.0441332,0.72915993,-0.89480465
0.74211918,-1.2114372,0.658304,-1.4889965
0.44847584,1.0662015,0.6212646,-1.0083107
0.5421218,-0.23950131,0.47365012,-0.33931383
0.57416511,-0.25722569,0.39310564,-0.05632703
0.56078518,0.53610609,0.44816036,-1.0009893
0.72644609,0.95449252,0.37860127,0.34538064
0.58126195,-0.20256516,0.31021545,-0.020966415
0.5818822,-0.42424744,0.36066222,-0.1336286
0.66937339,-0.33528408,0.63037208,-0.028766229
0.78620646,-0.82429804,0.39734703,0.83566794
0.7451129,2.1195027,0.39020375,0.65163306
0.81508516,1.2606448,0.42876917,-1.1222458
0.88122277,1.6311134,0.428377,0.12012328
0.59977966,0.33332557,0.45833498,0.091949436
0.65145827,0.4164248,0.43745179,-0.53621649
0.67501719,0.46754084,0.67224823,-0.25563699
0.57991477,0.24866306,0.5609786,0.23390333
0.70770384,0.34004505,0.55064817,0.29303038
0.40210373,-0.33954587,0.57222668,-0.29347546
0.663431,0.043405791,0.52236873,-0.19702209
0.5356384,0.57172201,0.77028006,-0.74308497
0.50977482,-0.72761195,0.77065976,-0.6771212
0.47879368,0.16336874,0.82703132,-0.91120621
0.58286753,-0.41312081,0.76276926,-0.14576993
0.75922226,-0.28420781,0.74844772,-0.047430568
0.70360788,0.82118181,0.74781445,0.016004173
0.68207022,0.99011233,0.76500717,-0.050039162
0.65363438,1.9261652,0.45723917,-1.8076817
0.58457872,-1.7561897,0.44769086,-1.7351777
0.67586445,-0.75685363,0.42101899,-1.7154806
0.64175505,-0.19804033,0.40027841,-0.83772241
0.65756684,0.95620519,0.72773846,1.5824919
0.73352879,0.6099626,0.82658281,1.9622547
0.5592788,-1.3116252,0.71487165,1.23323
0.6635517,-1.0270353,0.47780563,-0.92157066
0.7290598,-0.9340292,0.51120989,-0.65376347
0.70111503,-0.76378972,0.60924876,1.0307582
0.72165168,-0.9063401,0.69674723,1.0490593
0.67225535,-0.14513784,0.56908238,-0.23104408
0.73968058,-0.18170872,0.53051316,2.1262281
0.71655388,-0.25040566,0.56020068,1.1770511
0.57948737,0.33827133,0.58303938,1.6647994
0.78151711,-0.13328495,0.46962146,2.0245481
0.5620523,0.22247512,0.60423135,-1.5358052
0.68295948,-1.6504627,0.67581715,-1.5336235
0.69792462,-1.9498307,0.46733355,1.3498562
0.77113383,0.94718563,0.44768009,-0.62351681
0.69765901,-1.2128229,0.50210843,0.49401485
0.63811635,-1.3263433,0.70331273,-1.1099736
0.62791456,1.2447954,0.55818217,1.8580505
0.71971066,-0.39539784,0.63726012,0.95175377
0.72207937,-0.36980045,0.58058341,0.29490886
0.60527476,0.80826732,0.63697273,-0.73646586
0.81187847,-0.29879755,0.49944848,1.5745773
0.80515293,-0.20510103,0.78199559,-1.349953
0.71101969,-0.34354357,0.80338252,-0.88105021
0.73177623,-0.60358708,0.67008791,-0.28022598
0.81989472,-0.74711187,0.6083303,-0.011983454
0.84234295,-0.65722253,0.56975303,-0.022763907
0.64562039,1.9273886,0.67796885,2.6362949
0.53510208,-1.7964417,0.59625781,1.8053471
0.63033906,-0.1827521,0.59131887,1.3762676
0.63505725,-1.0120682,0.44743855,0.46290832
0.59736615,-2.5296952,0.60916342,1.6179143
0.57868254,-0.35761253,0.67830311,1.8359487
0.68827784,-0.39387681,0.48394827,-1.2144653
0.58180544,-0.75686066,0.40504066,-1.0086501
0.65690457,-1.4816106,0.68899747,0.65088782
0.6584012,0.16925675,0.52000395,-1.025585
0.6802859,1.1504136,0.59614192,-0.48502335
0.74013893,0.53006867,0.65917935,0.3173806
0.74833059,0.69134711,0.59997382,0.084607044
0.58933329,-0.97350529,0.54230307,0.27308704
0.59751582,0.2737529,0.63353585,1.1418718
0.52794799,-0.23297889,0.61818087,-1.2785986
0.63531987,0.74973532,0.53060269,-0.29073571
0.52085067,0.09550545,0.66129136,0.90964928
0.56980033,-0.19883359,0.42541526,0.32074093
0.55361287,1.1759924,0.53315278,-0.10721175
0.75554732,0.11147483,0.82584756,-0.34452192
0.70560338,-0.86831436,0.63060249,1.6330786
0.69880024,-0.40308791,0.64718221,0.34232625
0.56518037,0.36433136,0.57299298,1.6838961
0.75669959,0.24461945,0.56192121,0.44822709
0.71960716,0.89066161,0.5713833,0.68772197
0.60903329,0.53747449,0.66297986,0.17634555
0.55534251,-0.43377553,0.64436842,0.50352638
0.58274024,0.43921163,0.61929234,0.041341603
0.60118593,0.51396061,0.72654077,0.35346119
0.56964108,0.68834453,0.53996075,0.56288185
0.60473407,0.38118881,0.67268808,-0.13371221
0.59764624,0.42822245,0.57425381,-0.5638391
0.54365277,0.542679,0.45835515,0.89171294
0.58189072,-0.85740211,0.56225304,-0.78311572
0.58396205,-0.61463734,0.55453566,1.0103387
0.67473155,-1.0318994,0.58556546,-0.17285009
0.62620616,1.1703676,0.61230992,0.31272304
0.51081754,-0.080825141,0.5925468,0.068486862
0.58021717,-0.089612898,0.53549367,-0.131382
0.54543382,1.3464332,0.58106284,0.040878096
0.69697121,-0.30754529,0.62432637,0.2939265
0.73153981,0.14300113,0.63030774,1.1321063
0.72356584,0.13674795,0.48403357,0.22542298
0.67182891,-0.64436478,0.58622261,0.18432069
0.77799791,0.37807901,0.51004422,-0.44278279
0.79180868,0.37565914,0.67452715,0.99523876
0.75757534,0.98654233,0.50966281,-1.3882599
0.64234162,0.27325376,0.48864259,1.4774368
0.61777964,0.24734735,0.43354467,1.5259876
0.65312577,0.5485843,0.69598641,-0.45763218
0.60533704,0.27309609,0.71331635,-0.29388299
0.63753608,0.23044117,0.61564139,1.4255845
0.63094991,0.15320962,0.6445153,0.91969427
0.61691155,-0.096081217,0.63359371,-0.51261935
0.61645112,0.061307707,0.68502095,-1.0334394
0.6182138,-0.38043839,0.59291395,-0.85828608
0.6209189,-0.98395743,0.4994305,0.70543188
0.61433213,-1.4484421,0.46973145,0.55487114
0.79599586,2.04894,0.44521623,-0.45115179
0.77127364,1.9630535,0.53430096,0.54171275
0.56731888,0.87175756,0.54430584,1.4279037
0.64344205,-1.0748745,0.55767272,-0.84391912
0.6994977,1.6887797,0.50119499,-1.0290987
0.58391025,0.76345797,0.43657141,1.2293498
0.66072724,-1.1474574,0.62319886,-0.69255235
0.64583519,-0.36431241,0.59143332,0.2983647
0.66328395,1.0349969,0.56143865,1.4995531
0.6085879,0.52945817,0.55383981,-0.58442905
0.56806018,-0.60177553,0.61375492,-0.11070738
0.66204854,0.5111017,0.53276547,0.81378419
0.66338295,0.24280335,0.53966081,1.0136024
0.60674983,0.34205409,0.48700162,0.12617842
0.62974079,0.46165625,0.48462871,1.0472692
0.63125483,-0.16641235,0.65345818,-0.55676617
0.7245232,-0.79223408,0.70503642,-0.38244689
0.70113166,-1.0021191,0.545362,0.021629939
0.6547373,-1.1170289,0.66414382,0.80026769
0.72935598,1.7011802,0.55937895,0.90513613
0.75143797,1.2693801,0.56650866,0.90624061
0.7942469,1.9197815,0.46906457,0.731885
0.7303288,0.31578689,0.6731658,1.4728365
0.58473394,0.8258221,0.69099648,1.1247308
0.5490916,0.6392242,0.67126923,-1.2400073
0.46942041,0.49462708,0.69615057,-1.295215
0.4331276,0.37717206,0.62339762,-0.05008882
0.69892312,0.24850847,0.65514473,0.00045104691
0.65503524,1.1657769,0.49697845,0.32231101
0.76417059,-0.77461638,0.46124169,-0.1972691
0.77376449,0.72348549,0.5020273,-0.035607653
0.78195388,0.018175486,0.48552345,-0.022775388
0.73452835,1.5966081,0.93828628,0.53078005
0.60310794,-0.34632541,0.79200924,-0.77923896
0.71217195,-1.3914859,0.38969329,1.1015019
0.72631436,0.060438336,0.36503423,1.1177988
0.53127845,0.50177185,0.38399769,0.38633598
0.63380982,-1.3750692,0.61738458,0.17747646
0.8625619,-0.39491117,0.65815218,-0.24037395
0.71247672,0.76381654,0.63390222,-0.5078169
0.42218183,-1.8062962,0.63118962,0.22620541
0.48470855,-2.1063257,0.62884537,-0.46025178
0.45879264,-0.97155369,0.64692706,-0.73849336
0.4826957,-0.48169148,0.67294153,-1.3047003
0.63770481,-0.91542854,0.67119896,1.3252037
0.67444432,2.8326994,0.66285581,1.7524386
0.601607,-0.75655066,0.56016809,-1.4718671
0.54476097,-0.83018187,0.52839097,-1.073152
0.60809755,0.81890044,0.53113953,-0.82585677
0.71173916,0.89431129,0.61584692,0.59647047
0.64354839,1.4179234,0.51359726,0.28065951
0.6450059,1.6114074,0.60915755,0.20337864
0.7271206,-1.4688329,0.57994507,-0.029179842
0.68005924,-0.18878078,0.51769062,-0.26800301
0.56992726,2.4801036,0.49041117,0.13901825
0.70809301,-0.8408174,0.59102402,-0.25363377
0.72758193,-0.66358817,0.5647615,-0.25538271
0.75480132,0.23239175,0.54324066,0.068720239
0.70399884,0.2499659,0.52640295,-1.6757025
0.60931492,-1.1511405,0.51295639,-1.4721599
0.72287289,1.760897,0.49570593,-0.43446831
0.79941831,2.3142912,0.37677573,0.32721484
0.77454107,-1.1574384,0.51087792,-0.25033847
0.76064069,-0.99795621,0.66268276,0.52958464
0.61696982,0.33986263,0.60544575,-1.739682
0.67189681,1.3580698,0.58586659,-1.7543761
0.61831847,-1.4282434,0.70033704,2.414336
0.71462181,-1.9004101,0.56551419,-1.0205873
0.71127408,1.548276,0.63528233,-0.33456337
0.84985221,-0.83949386,0.67302657,-0.5145875
0.79932624,-0.88045686,0.58655305,0.88049923
0.6344788,0.039711045,0.61675347,-0.08727412
0.60576943,-0.080764399,0.56852545,1.6440319
0.65574399,0.027961782,0.63364401,1.9451593
0.64143192,0.64112256,0.60231482,-0.23306421
0.64112204,-0.20580978,0.59956535,-0.31380697
0.57802951,-0.25127576,0.5647816,-1.0982316
0.63429094,-0.36395579,0.64541167,0.045457959
0.69072298,-1.0162545,0.66346796,0.89312745
0.73630047,-0.98061955,0.60369044,0.81932265
0.75085118,-1.5331597,0.5588781,0.36330733
0.67897523,-2.2042196,0.58052501,-0.27725976
0.66594862,2.1572631,0.63193571,1.2387622
0.65652943,1.1771899,0.58593747,0.61751453
0.60329463,1.8320693,0.61478029,2.3157296
0.60227869,2.2038636,0.47348876,-2.0136289
0.56588996,2.1626255,0.71309544,2.2421912
0.63148358,-0.24531746,0.70172162,0.54525579
0.66777076,1.2029432,0.62084549,-0.17060952
0.65095105,0.096472632,0.71145175,-0.043610101
0.59792318,0.35010582,0.5853823,1.8226159
0.67768857,-0.031820042,0.75967533,0.60083073
0.63976862,-0.17625513,0.80842486,0.40830047
0.55634031,0.50021411,0.53365649,0.29915926
0.52553629,0.80702003,0.50476682,-0.68741802
0.54472038,-0.90765874,0.50974107,0.62644917
0.67568669,1.994369,0.54378215,-0.49539034
0.67163287,0.55414782,0.53266389,0.66897687
0.62610725,-0.80621085,0.65822833,0.72901405
0.66411877,0.21177083,0.57841161,1.9673827
0.61071219,0.12371477,0.56983184,2.2632994
0.65648891,-0.46030038,0.60194868,0.75020423
0.65366079,0.645741,0.60919668,1.1122196
0.72848014,0.11232157,0.51758109,1.9673018
0.66798462,1.0550864,0.50669361,-0.75389405
0.62057414,0.19623866,0.43752036,1.4407903
0.68829853,0.42380934,0.48337373,1.185851
0.64969819,0.87403611,0.49629412,-0.62509224
0.69888547,0.85245197,0.78522222,0.52148943
0.76181157,0.21061831,0.61823402,-0.01244856
0.75448206,0.76877819,0.43541224,-0.87806408
0.64289439,-0.16522513,0.61643128,-0.47354717
0.74513286,-0.21702186,0.597902,-0.07168313
0.5642893,0.37726976,0.34605435,1.0728082
0.61065973,0.23499607,0.47220629,-0.64978695
0.70311995,-0.20671523,0.46482414,0.25906694
0.73676802,1.9780244,0.54841541,0.88903718
0.63217909,2.0719006,0.58714625,1.3046824
0.67236976,-0.4062398,0.64980199,0.54383752
0.62712072,-0.32845297,0.45465008,0.22941535
0.57958729,0.35008743,0.61937009,-0.81566431
0.79522965,-1.4827098,0.7242651,1.5903878
0.71882566,-0.1853327,0.42519221,-1.228632
0.73908416,0.097123448,0.74996536,1.8830097
0.67877436,-0.85651926,0.74449021,0.64013376
0.62839575,-0.28307804,0.44485845,-0.61946371
0.61563722,-1.2342829,0.49977767,0.52888983
0.69088111,1.7892503,0.50157133,0.21459735
0.7352723,2.1626224,0.46195232,0.29613085
0.78842687,2.7414648,0.6897141,-0.74889407
0.70254107,-2.4956619,0.56173835,1.4455642
0.73903588,-2.7928835,0.58811699,1.2846841
0.73943076,-1.9929885,0.67672143,1.7576356
0.66219391,-2.5104771,0.56358377,-0.37953997
0.54693194,-0.44722563,0.37104029,1.8098797
0.80475518,-1.0046113,0.47578537,-0.88832676
0.70594244,1.4059159,0.27057644,1.2585292
0.68813992,0.85508313,0.71195032,-0.24087403
0.56083942,-0.60812553,0.63048193,-1.2932305
0.80494734,2.4242955,0.70100496,-0.37778698
0.59732446,-1.3533354,0.68933114,-0.38863868
0.59242447,-1.1507708,0.52852234,0.34169013
0.67428398,-1.4803163,0.51733555,0.84349557
0.69065975,-1.8426179,0.3825487,0.29022328
0.74860042,-1.8873486,0.62524915,0.38491559
0.67161424,-2.351776,0.60562343,0.64439527
0.71395337,0.86951901,0.51763654,0.33608108
0.61850643,-0.37975325,0.48492137,0.39214721
0.82972223,1.1087206,0.45631919,-0.51927279
0.51554581,-0.41718068,0.45747398,-1.8935625
0.75437728,0.68478383,0.49508015,-0.095165712
0.87065296,0.95242827,0.55276129,0.37684049
0.7681668,1.0674035,0.76354894,0.6588521
0.76856793,1.1075745,0.52834834,-0.17396107
0.77002874,0.639877,0.59318484,-0.037628654
0.69657952,0.02651885,0.63977666,0.1248178
0.79028805,0.31348128,0.64890015,0.48190783
0.71642378,-0.1811375,0.57947534,0.66770523
0.68052765,0.83210413,0.49316978,0.059302692
0.58458694,-0.34616651,0.58460749,0.40566296
0.63187373,0.62204145,0.62554363,0.20519037
0.62131749,0.48320823,0.5278115,0.71315724
0.65567594,1.8161662,0.49260133,0.54105535
0.69139711,1.2180064,0.39465332,-0.20613407
0.71224096,1.3445865,0.46757043,-1.0323571
0.40345761,-2.705889,0.68837044,0.9788417
0.45862382,-1.409084,0.5919517,0.17053226
0.5058036,-0.68357503,0.47061536,-0.23391793
0.56291542,0.90283807,0.74538074,1.9319403
0.50603986,1.1531109,0.69650345,1.2348764
0.44469198,0.80496281,0.71878488,0.91414288
0.4132998,-0.81532498,0.85141179,0.88421239
0.3975144,-0.6084987,0.84755402,0.22094502
0.36731132,0.44025004,0.53834925,-0.6411919
0.8214729,-0.65001346,0.5545016,-0.16819844
0.69171787,-0.44510349,0.50901856,0.7568964
0.63098579,-0.17996639,0.48928886,0.40806131
0.60546988,0.46971505,0.57845455,0.098658321
0.55301244,0.41428019,0.51325905,0.20392863
0.55844509,0.048532847,0.6243025,-0.49942522
0.57206119,-0.45388621,0.68398423,-0.35137428
0.66996439,-1.1908954,0.61782325,-0.76488728
0.64223836,0.91794384,0.60799012,1.4502347
0.61970664,0.82821446,0.44622767,0.68450567
0.54037034,2.0504326,0.89553606,0.8676016
0.71758547,-1.903013,0.76674517,2.0559624
0.62417683,1.2612463,0.58991365,-1.1347853
0.64969804,0.97209869,0.61731363,-0.38270967
0.61513244,-0.36251042,0.66675605,0.19779947
0.67066054,-0.28174234,0.50380199,1.7508017
0.63301118,-0.16083185,0.54340503,2.0170042
0.67733272,-0.74718944,0.55643859,2.0217879
0.6919491,-0.38266937,0.60563565,2.2968259
0.69657926,1.2975625,0.59570612,1.7651147
0.73956483,1.2904704,0.64848946,1.5806971
0.63461176,0.027961367,0.38617649,-0.30533984
0.79064933,-0.44729486,0.3600822,-0.32641942
0.75281701,0.15129512,0.39235357,-1.062213
0.73147372,0.48162318,0.31964397,0.73611819
0.71990814,0.92247476,0.58022232,-0.10343861
0.73406891,1.0262456,0.57033809,0.65748787
0.74212782,-0.3203583,0.59433563,-0.055187169
0.68962721,1.2399205,0.55487919,0.44759456
0.83420662,-2.0530969,0.45738159,-0.22565248
0.73597148,-2.1727013,0.42228163,-0.56892202
0.71559411,-2.0127119,0.40589406,-0.35540687
0.71549967,-1.4139023,0.44988505,-1.4140127
0.68394981,0.642507,0.65626956,0.84785916
0.66414433,-0.85878656,0.48014161,0.45776025
0.62545854,2.0725855,0.48632681,0.0011053288
0.65500002,1.6112466,0.49339728,1.0463851
0.69298123,-0.45170458,0.677993,1.0849819
0.61717231,-0.84809256,0.55019427,0.2992274
0.63327497,-0.33767866,0.37506836,-0.069457879
0.61781701,-0.45003423,0.55005778,0.17697686
0.67264085,-1.3212614,0.48470014,0.74392881
0.63967164,0.37762661,0.60189765,1.5578616
0.81023556,0.90970901,0.61377558,-0.43773446
0.82578623,1.3665155,0.64328135,-0.399784
0.82703278,0.64527571,0.69754407,0.028628349
0.69057333,-0.4015568,0.42111737,0.61090471
0.56457735,1.0005619,0.60471306,-0.72044668
0.64175837,0.78313652,0.60303499,0.078332175
0.70038762,2.254118,0.43434233,-0.52791988
0.67872731,0.61472455,0.6786203,1.3213114
0.71018851,-0.25280919,0.53002626,-0.88796751
0.75262495,0.87688684,0.56904475,-0.24752679
0.71524543,0.47532656,0.50748964,-0.55983354
0.64512115,-0.62547754,0.54611615,0.47129638
0.61304205,-0.24295633,0.50864549,-0.064106317
0.63069132,0.51191749,0.46309657,-0.57522485
0.66789489,0.68552433,0.62012648,-0.64681531
0.59874683,1.5596491,0.62854136,0.2528915
0.55403434,2.0021746,0.61024543,0.24212574
0.85928168,-0.22496047,0.46439118,0.79871463
0.68773387,0.6209511,0.49232538,0.86445323
0.63904093,-0.061786697,0.50877605,0.099642547
0.71571416,-0.56110785,0.46403412,0.61180296
0.69330419,-1.1143118,0.49922338,0.37948046
0.67951993,-1.1265781,0.43263312,0.89095437
0.57857194,-0.053975417,0.66548568,-0.47687283
0.54047335,-0.061753628,0.55356495,1.2322417
0.56491079,-0.36763905,0.67303659,0.21688128
0.53934957,-0.31474641,0.5161359,0.50628494
0.60069369,-0.50457279,0.54663271,0.70508925
0.58093894,0.29909751,0.74825797,0.034367692
0.76856602,0.86536199,0.52899474,0.66167087
0.79519126,1.0814196,0.51952765,-0.66751047
0.73850773,0.72346532,0.54473706,-0.014039901
0.59154748,1.1639582,0.62466756,0.0075736782
0.63546672,-0.28238023,0.6489618,-0.52447263
0.56506935,0.26420665,0.70827888,-1.5960163
0.57836799,-0.35378007,0.65368935,1.6016299
0.54272694,0.061053389,0.60463637,0.098308302
0.5752217,1.4383809,0.53723162,0.32869547
0.63459553,-0.724718,0.78624743,1.5058431
0.62064622,0.35275846,0.6874944,-0.46818761
0.55226469,-1.6677009,0.60417927,0.32583142
0.57748917,0.30749324,0.58300898,0.9565936
0.84371264,0.32671902,0.70075489,-0.95978163
0.73841762,0.58118025,0.54785519,1.2149218
0.74862301,0.57341184,0.58032928,1.1648356
0.73577872,0.28898522,0.52434525,1.2990173
0.68974944,0.85446039,0.46533066,-0.92496418
0.58297525,0.072271944,0.67384846,-0.72977974
0.66651918,0.1105637,0.69323613,-0.25053006
0.68649387,-0.22966229,0.59161186,-0.20558255
0.71846038,1.0757754,0.48726917,1.114766
0.47669101,-0.47561239,0.64473683,0.28571418
0.72457608,0.38699074,0.45687028,0.36563966
0.59451171,-1.2937239,0.54596653,0.52417695
0.62138339,-1.7186693,0.49154685,0.52256921
0.58251843,0.80916978,0.60865581,-1.7221223
0.60352575,-0.35337507,0.55496115,0.55767802
0.60766028,-0.28633716,0.63078017,0.97751042
0.58939743,-0.33790808,0.61922122,0.83157875
0.70588797,0.55472559,0.49321014,0.32004001
0.77630795,-0.77600599,0.58055846,-0.069267348
0.66478628,0.29627959,0.53091273,-0.58912115
0.62153641,-0.44862796,0.58958697,1.4863978
0.67577676,-0.089481365,0.57525856,1.5433036
0.65858273,0.13960445,0.68837842,-0.009431381
0.63010475,-0.75499039,0.65116937,0.1808016
0.45739872,0.23657696,0.63105261,1.4654127
0.46608231,0.31153316,0.48384633,-0.7660568
0.47792153,0.2764684,0.5460943,-0.843212
0.69381045,-1.2905931,0.56924302,-0.98855393
0.69641779,-0.80370746,0.54976841,-1.4543116
0.64552145,1.0273151,0.40272182,-0.2992184
0.74003219,0.21612439,0.38118142,0.22838877
0.68295266,0.59366205,0.5189836,-1.2442677
0.68631842,0.73414434,0.53944357,1.1462941
0.70367847,-0.39112761,0.61935166,1.6447263
0.66547631,-0.53520416,0.52772661,2.347032
0.66270913,-0.86700759,0.48627014,2.5563212
0.49678498,-0.23606409,0.55132635,-2.2558302
0.60339725,-0.19631935,0.56054577,-0.32548228
0.75557345,0.38868649,0.55010949,-0.36389434
0.47272392,-0.415119,0.39566445,-0.18845197
0.6329936,-0.35098277,0.51137146,0.36482593
0.72930206,0.68642253,0.52192442,0.39879231
0.53231009,-1.3049222,0.45616305,-0.59297931
0.58259469,0.072579714,0.65074321,0.19271451
0.68264427,-1.0620664,0.44613166,0.036598245
0.67754854,0.62829996,0.68149345,2.6804903
0.5794359,-0.69561666,0.48215071,-1.1511186
0.74034864,-0.33285043,0.54091134,1.2192052
0.78329207,1.9035665,0.65195107,-0.53577435
0.556679,-1.1533171,0.49421013,0.57877073
0.53359761,-1.5493871,0.66767715,0.95428225
0.60847178,-0.63895218,0.63415282,-0.34611637
0.60420498,-0.99600193,0.64063684,0.30276508
0.7830901,-1.1332385,0.67550996,-1.3188695
0.7826511,0.83612388,0.59820763,-1.177781
0.85120284,1.4251717,0.55052576,-0.43791687
0.66315407,0.12765929,0.62023762,1.1885335
0.6750573,0.29802695,0.63232695,0.77881784
0.76660541,-0.33897058,0.71425857,2.3240816
0.75775647,-0.35149195,0.53662591,-0.32310066
0.54219698,0.63115757,0.47844253,0.037255716
0.55230314,0.24554231,0.66774042,0.99683022
0.54764475,-0.69523135,0.70083416,-1.1851586
0.59590735,0.45576778,0.55779059,1.412104
0.62336812,0.94932043,0.45990914,2.6131803
0.57710393,1.0719003,0.55145893,1.5799199
0.6225396,1.3935792,0.57180031,1.4142628
0.55229442,0.39566593,0.561337,1.4326015
0.61815172,0.75207054,0.61101831,0.53727486
0.64538137,-0.92262293,0.58303429,0.6530415
0.6684065,-1.3963905,0.5290163,0.73415567
0.681017,1.8836338,0.55575737,-0.69096402
0.64397789,1.3743515,0.46019272,0.14043607
0.57867154,0.74320655,0.4668629,0.1328816
0.62023329,-0.4230542,0.45008342,-0.16101227
0.65608138,-0.63062257,0.6437145,0.66815506
0.61108116,-1.2863739,0.50086649,0.52564806
0.50722485,0.59595901,0.49350682,0.37897969
0.55554403,0.23716591,0.46127945,1.1082962
0.60960536,-0.22676684,0.68142087,1.7944213
0.63446891,1.8356425,0.77855067,0.81719913
0.58739476,0.20755566,0.70358709,0.94161347
0.64283636,0.53409895,0.52378834,0.40798848
0.69181026,-0.57070846,0.67409711,0.47916023
0.61145474,-0.50204663,0.52590916,-0.80850338
0.79820082,0.12682582,0.5816778,-0.32301478
0.6036584,-0.066735818,0.66872087,0.47003344
0.58032893,0.24193159,0.57221577,0.65825983
0.64323432,0.4377468,0.55378081,1.0928071
0.64933273,0.23809293,0.69156222,-0.074915819
0.67794103,0.67610704,0.63597382,-0.40344281
0.73788507,-1.5427709,0.51142103,1.4435935
0.67184591,-1.1971216,0.57887026,0.72416546
0.68052079,-1.0566672,0.63363202,-0.54035087
0.77147378,1.9057889,0.65967424,-1.2027575
0.79260387,-0.70157829,0.64677088,-1.1454848
0.73157166,0.17086646,0.66698485,-0.93976966
0.5845636,-0.0030347675,0.54566459,0.66505056
0.68920062,0.040073884,0.6319165,-0.24454852
0.64667504,0.26336956,0.57725505,0.72106539
0.59117676,0.35194099,0.47040625,-0.31179487
0.7026227,0.71415323,0.7850039,-0.33367936
0.75325997,0.54374195,0.39788354,0.42111224
0.76735602,0.65369759,0.43038979,-0.45037672
0.82871244,0.092343086,0.46326439,-0.39772172
0.53823928,-0.39719989,0.47852088,-0.047776566
0.59421932,0.81777753,0.56469862,1.2073072
0.56328541,-1.0279639,0.63981208,0.29591496
0.69631679,1.1979178,0.59041364,0.46075221
0.5375102,-1.6467492,0.51011097,1.4615012
0.76945991,1.6801719,0.58992609,1.4201514
0.76584088,1.7474159,0.56424805,1.7683541
0.55821312,-0.34303373,0.57940964,1.7020918
0.56752727,-0.29202465,0.55182227,1.5041671
0.48952896,0.26023664,0.68452218,1.4381274
0.63724404,-2.136395,0.50715979,-0.061618287
0.63052597,1.1810225,0.4204561,-0.89218462
0.6097533,-0.98190992,0.55538937,-1.4964637
0.59394454,-0.92271252,0.64711891,0.76507093
0.63856008,-0.37123758,0.66027655,0.43978927
0.60463634,-1.0714388,0.62840239,-0.69245967
0.6106994,-0.72151456,0.51514247,-0.54548334
0.61016599,-0.23526279,0.40348522,-0.92382499
0.61851749,-0.43144677,0.46942404,-1.781214
0.64290398,0.70918835,0.58603757,-1.3352808
0.76069853,0.75172712,0.53173543,-2.034812
0.31454954,-1.3351291,0.5055863,0.18796602
0.65073871,-0.50186275,0.56469657,-0.19100638
